CODIGO,FECHAPEDIDO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,ORIGEN,TGL,PRODUCTO,month,year,id_hospital,id_department,total_units,DaysBetweenOrders,DaysBetweenOrdersPerHospital,DaysBetweenOrdersPerHospitalPerDepartment,Caducidad
E64761,2019-01-09,20400/19,265868.4,25,5,13.497,67.485,Compra menor,0-0-13,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,01,19,0,13,125,5.0,5.0,13.0,36.708333333333336
E64761,2019-02-18,151225/19,265868.4,50,5,13.497,134.97,Compra menor,0-0-13,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,02,19,0,13,250,0.0,0.0,40.0,36.708333333333336
E64761,2019-07-03,608867/19,507633,64,16,44.0,176.0,Compra menor,0-0-13,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,07,19,0,13,1024,20.0,70.0,135.0,36.708333333333336
E64761,2018-06-15,544461/18,265868.4,50,5,13.497,134.97,Compra menor,0-0-18,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,06,18,0,18,250,0.0,0.0,,95.0
E64761,2018-09-18,934617/18,265868.4,50,5,13.497,134.97,Compra menor,0-0-18,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,09,18,0,18,250,11.0,11.0,95.0,95.0
B41691,2015-01-02,1292/15,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,15,0,2,1000,,,,19.82716049382716
B41691,2015-03-27,235708/15,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,15,0,2,1000,3.0,84.0,84.0,19.82716049382716
B41691,2015-05-28,434566/15,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,15,0,2,1000,7.0,62.0,62.0,19.82716049382716
B41691,2015-07-13,631847/15,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,15,0,2,1000,6.0,46.0,46.0,19.82716049382716
B41691,2015-09-16,745445/15,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,15,0,2,1000,2.0,65.0,65.0,19.82716049382716
B41691,2015-11-18,893600/15,400403,50,10,102.803729,514.018645,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,15,0,2,500,2.0,63.0,63.0,19.82716049382716
B41691,2016-01-04,3360/16,400403,100,10,102.803729,1028.03729,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,16,0,2,1000,17.0,47.0,47.0,19.82716049382716
B41691,2016-02-24,135302/16,400403,40,10,102.803729,411.214916,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,16,0,2,400,7.0,51.0,51.0,19.82716049382716
B41691,2016-03-14,182589/16,400403,60,10,102.803729,616.822374,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,16,0,2,600,3.0,19.0,19.0,19.82716049382716
B41691,2016-04-26,464496/16,400403,60,10,102.803729,616.822374,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,16,0,2,600,4.0,43.0,43.0,19.82716049382716
B41691,2016-05-13,509711/16,400403,60,10,102.803729,616.822374,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,16,0,2,600,2.0,17.0,17.0,19.82716049382716
B41691,2016-06-22,623721/16,400403,80,10,102.803729,822.429832,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,16,0,2,800,1.0,40.0,40.0,19.82716049382716
B41691,2016-08-10,754344/16,400403,100,10,102.802,1028.02,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,08,16,0,2,1000,2.0,49.0,49.0,19.82716049382716
B41691,2016-09-19,826050/16,400403,50,10,102.802,514.01,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,16,0,2,500,4.0,40.0,40.0,19.82716049382716
B41691,2016-10-25,962356/16,400403,60,10,102.802,616.812,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10,16,0,2,600,11.0,36.0,36.0,19.82716049382716
B41691,2016-11-08,1019327/16,400403,50,10,102.802,514.01,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,16,0,2,500,8.0,14.0,14.0,19.82716049382716
B41691,2016-12-01,1109350/16,400403,50,10,102.802,514.01,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,12,16,0,2,500,6.0,23.0,23.0,19.82716049382716
B41691,2017-01-20,48665/17,400403,60,10,102.802,616.812,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,17,0,2,600,0.0,50.0,50.0,19.82716049382716
B41691,2017-02-13,118555/17,400403,70,10,102.802,719.614,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,17,0,2,700,14.0,24.0,24.0,19.82716049382716
B41691,2017-03-15,200174/17,400403,60,10,102.802,616.812,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,17,0,2,600,1.0,30.0,30.0,19.82716049382716
B41691,2017-04-24,305251/17,400403,100,10,102.802,1028.02,Concurso,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,17,0,2,1000,0.0,40.0,40.0,19.82716049382716
B41691,2017-06-08,430472/17,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,17,0,2,600,2.0,45.0,45.0,19.82716049382716
B41691,2017-07-11,524098/17,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,17,0,2,600,7.0,33.0,33.0,19.82716049382716
B41691,2017-07-31,568575/17,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,17,0,2,1000,3.0,20.0,20.0,19.82716049382716
B41691,2017-09-13,653274/17,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,17,0,2,800,8.0,44.0,44.0,19.82716049382716
B41691,2017-09-28,693193/17,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,17,0,2,1000,1.0,15.0,15.0,19.82716049382716
B41691,2017-11-06,829967/17,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,17,0,2,800,4.0,39.0,39.0,19.82716049382716
B41691,2017-11-23,883765/17,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,17,0,2,1000,2.0,17.0,17.0,19.82716049382716
B41691,2018-01-02,2382/18,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,18,0,2,500,5.0,40.0,40.0,19.82716049382716
B41691,2018-01-18,46006/18,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,18,0,2,800,3.0,16.0,16.0,19.82716049382716
B41691,2018-02-21,156352/18,400403,70,10,102.802,719.614,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,18,0,2,700,1.0,34.0,34.0,19.82716049382716
B41691,2018-03-15,228172/18,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,18,0,2,800,2.0,22.0,22.0,19.82716049382716
B41691,2018-04-18,341030/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,18,0,2,600,2.0,34.0,34.0,19.82716049382716
B41691,2018-05-03,383723/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,18,0,2,600,3.0,15.0,15.0,19.82716049382716
B41691,2018-05-18,460486/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,18,0,2,600,3.0,15.0,15.0,19.82716049382716
B41691,2018-06-13,535687/18,400403,70,10,102.802,719.614,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,18,0,2,700,1.0,26.0,26.0,19.82716049382716
B41691,2018-07-02,590107/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,18,0,2,600,6.0,19.0,19.0,19.82716049382716
B41691,2018-07-17,685601/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,18,0,2,600,7.0,15.0,15.0,19.82716049382716
B41691,2018-07-31,794636/18,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,18,0,2,500,0.0,14.0,14.0,19.82716049382716
B41691,2018-08-14,857824/18,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,08,18,0,2,1000,0.0,14.0,14.0,19.82716049382716
B41691,2018-08-31,895689/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,08,18,0,2,600,9.0,17.0,17.0,19.82716049382716
B41691,2018-09-20,942365/18,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,18,0,2,600,1.0,20.0,20.0,19.82716049382716
B41691,2018-10-04,985608/18,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10,18,0,2,800,2.0,14.0,14.0,19.82716049382716
B41691,2018-11-08,1079915/18,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,18,0,2,500,2.0,35.0,35.0,19.82716049382716
B41691,2018-11-22,1125218/18,400403,30,10,102.802,308.406,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,18,0,2,300,2.0,14.0,14.0,19.82716049382716
B41691,2018-11-30,1162643/18,400403,40,10,102.802,411.208,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,18,0,2,400,1.0,8.0,8.0,19.82716049382716
B41691,2018-12-11,1191220/18,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,12,18,0,2,500,7.0,11.0,11.0,19.82716049382716
B41691,2018-12-21,1229101/18,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,12,18,0,2,500,2.0,10.0,10.0,19.82716049382716
B41691,2019-01-08,16683/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,19,0,2,1000,0.0,18.0,18.0,19.82716049382716
B41691,2019-01-29,81654/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,19,0,2,600,5.0,21.0,21.0,19.82716049382716
B41691,2019-02-12,133652/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,19,0,2,1000,0.0,14.0,14.0,19.82716049382716
B41691,2019-02-26,180987/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,19,0,2,800,0.0,14.0,14.0,19.82716049382716
B41691,2019-03-15,239399/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,19,0,2,800,0.0,17.0,17.0,19.82716049382716
B41691,2019-04-04,305657/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,19,0,2,1000,1.0,20.0,20.0,19.82716049382716
B41691,2019-04-24,359315/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,19,0,2,600,1.0,20.0,20.0,19.82716049382716
B41691,2019-05-09,406547/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,19,0,2,800,1.0,15.0,15.0,19.82716049382716
B41691,2019-05-24,455703/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,19,0,2,600,1.0,15.0,15.0,19.82716049382716
B41691,2019-06-07,506239/19,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,19,0,2,500,2.0,14.0,14.0,19.82716049382716
B41691,2019-06-26,571138/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,19,0,2,800,2.0,19.0,19.0,19.82716049382716
B41691,2019-07-10,628919/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,19,0,2,800,2.0,14.0,14.0,19.82716049382716
B41691,2019-07-24,682184/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,19,0,2,800,1.0,14.0,14.0,19.82716049382716
B41691,2019-08-09,724020/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,08,19,0,2,600,0.0,16.0,16.0,19.82716049382716
B41691,2019-09-03,776840/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,19,0,2,1000,1.0,25.0,25.0,19.82716049382716
B41691,2019-09-23,847151/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,19,0,2,600,3.0,20.0,20.0,19.82716049382716
B41691,2019-10-02,876209/19,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10,19,0,2,800,2.0,9.0,9.0,19.82716049382716
B41691,2019-10-11,918910/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10,19,0,2,1000,4.0,9.0,9.0,19.82716049382716
B41691,2019-10-30,1002923/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10,19,0,2,600,2.0,19.0,19.0,19.82716049382716
B41691,2019-11-13,1061568/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,19,0,2,600,1.0,14.0,14.0,19.82716049382716
B41691,2019-11-22,1096671/19,400403,60,10,102.802,616.812,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,19,0,2,600,2.0,9.0,9.0,19.82716049382716
B41691,2019-11-29,1118765/19,400403,50,10,102.802,514.01,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,11,19,0,2,500,0.0,7.0,7.0,19.82716049382716
B41691,2019-12-17,1200969/19,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,12,19,0,2,1000,4.0,18.0,18.0,19.82716049382716
B41691,2020-01-09,29563/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,20,0,2,1000,1.0,23.0,23.0,19.82716049382716
B41691,2020-01-24,84685/20,400403,70,10,102.802,719.614,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,20,0,2,700,2.0,15.0,15.0,19.82716049382716
B41691,2020-01-30,103312/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,01,20,0,2,1000,2.0,6.0,6.0,19.82716049382716
B41691,2020-02-24,187139/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,02,20,0,2,1000,4.0,25.0,25.0,19.82716049382716
B41691,2020-03-11,240330/20,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,20,0,2,800,2.0,16.0,16.0,19.82716049382716
B41691,2020-03-26,333165/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,03,20,0,2,1000,0.0,15.0,15.0,19.82716049382716
B41691,2020-04-21,445138/20,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,04,20,0,2,800,4.0,26.0,26.0,19.82716049382716
B41691,2020-05-13,521670/20,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,20,0,2,800,7.0,22.0,22.0,19.82716049382716
B41691,2020-05-26,557448/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,05,20,0,2,1000,11.0,13.0,13.0,19.82716049382716
B41691,2020-06-18,634059/20,400403,80,10,102.802,822.416,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,20,0,2,800,2.0,23.0,23.0,19.82716049382716
B41691,2020-06-26,663775/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,06,20,0,2,1000,2.0,8.0,8.0,19.82716049382716
B41691,2020-07-13,727993/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,20,0,2,1000,7.0,17.0,17.0,19.82716049382716
B41691,2020-07-22,798879/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,07,20,0,2,1000,9.0,9.0,9.0,19.82716049382716
B41691,2020-08-20,900702/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,08,20,0,2,1000,3.0,29.0,29.0,19.82716049382716
B41691,2020-09-04,945918/20,400403,100,10,102.802,1028.02,Compra menor,0-0-2,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,09,20,0,2,1000,3.0,15.0,15.0,19.82716049382716
